height,cohesion,friction_angle,unit_weight,slope_angle,water_depth_ratio,fs_average
41.26966473988212,18.048354604389935,35.47972148566976,21.30523878009045,47.51132710781309,0.5065211004752179,0.2925326784784569
46.322826592098096,24.131232424131017,16.645746084078844,20.15543680046549,40.40202308014083,0.4136943446855356,0.1448343595312407
13.830542675953502,7.354170162550863,21.50929965833885,18.238527240011383,54.503767709439884,0.3326198407917212,0.34888725377786756
22.149523112531632,0.11858180152895303,26.595782472680007,19.67187817434611,55.97351156566906,0.23222694185180828,0.9244586148370517
14.06576731069222,6.429249558956089,22.39444899879146,17.820731333580643,31.709721280840647,0.13767988211988974,0.10415488153652225
45.03809006523755,1.104352535008113,34.31956270040084,17.514309043187513,55.01531769419036,0.3437963048605334,0.9034653995538928
41.787421543655,23.57401395563923,22.406393832919605,19.270050494343643,45.38920934755605,0.7443387945430223,0.46120658838359413
28.33331596743708,1.3767242506922206,25.352696581046928,20.21082306465151,36.23123619892222,0.07438422115583299,0.17670612653515555
18.691397753439297,3.239658538596486,22.670442944080456,17.310275629048537,56.95201937492277,0.478035499621776,0.8942665478688913
18.467280173481385,27.86122919992194,21.280475872043638,19.77243227088053,60.320018006566485,0.6351418201879632,0.1525748888201084
26.14297191079313,1.2353189688904742,32.089700282048305,21.10615957781045,34.57258238227037,0.3237541771583017,0.7255756599018749
17.587883606342675,23.868267744584195,28.926921049360757,17.288096150041046,46.87824082913569,0.5045098311673949,0.263872000649602
22.431316271960807,15.483337701374547,21.93944556757036,18.748859876018674,67.35595941235403,0.4628009213209161,0.5262140768591714
49.42826217483175,23.72166484749005,13.679435214876674,18.080410570516992,67.50911968658346,0.6745667027196509,0.5497127789983572
19.43109705616869,2.505914236225821,40.66426768732778,19.267612017712857,61.17290382271191,0.5788090872238508,0.5759432397902413
11.490606347530836,13.26180233296014,26.413384153958564,20.78531603975518,35.198480214704915,0.4312040358606005,0.10785118049990247
33.63870134024661,2.006826941566326,32.62543645890496,21.71796476817687,62.07103459706667,0.7777421499945776,0.4151748673101054
23.609820165569964,7.988266197794001,34.96070664085151,17.16276499803361,61.51935578219523,0.13534031275952838,0.9355224957707994
20.041343723687138,15.925686084467012,29.596069960675617,17.758388317976358,39.570923605518644,0.537840510942022,0.17843964179874072
44.406694863018295,18.275997370340363,27.023854211121897,18.109341548892303,39.744912417057826,0.4070753942446545,0.9199685104609338
8.655570289886889,4.631543706827533,37.83030859944908,18.004368941902666,51.699974917769765,0.26531456045225293,0.39320886593470983
22.58781840198139,2.4376460673445104,39.7730378562118,20.682283394904438,24.177381017607583,0.3006649571502247,0.141303913680249
35.91692168682491,2.4178119306298544,44.34494365131354,18.561317767955813,52.26906692262684,0.7885621139671126,0.47259068398334025
19.815304951203927,3.6805872457462425,40.4379272659958,19.869668368408917,46.541311056348526,0.3178866864777252,0.32176923126169693
9.994557384925978,1.6409265601008494,36.95040828793407,20.86210694101241,44.1781776647908,0.710904716549589,0.1293363239133045
38.023911336106345,1.859443492878411,26.63011342322634,21.377721121978315,48.988550062958026,0.28286252859417876,0.897312796969622
18.158079938641357,22.9530725833805,15.110191241705012,16.597320766727155,42.636877814238744,0.5560423331370283,0.13036189072260823
19.84028639653065,13.092158223529673,38.57638421857622,17.566869210864176,68.48463268623905,0.664434245774692,0.2566175014450467
38.40527303945614,1.0080926130945982,30.401791524736012,19.594750127635393,29.185367525065274,0.3389446667461282,0.15659223376475223
35.21916375735669,3.0962304462689447,36.149050588924744,21.96794544007891,33.683261823761356,0.3845339900589105,0.36017778003792944
41.02274364220414,14.468549571661187,29.245190094448844,20.56257615880642,36.168723594223124,0.25865686864876436,0.8062346887308753
22.989209396512173,3.5519255073827893,26.05010696964216,20.139154025903697,61.60915071062792,0.6006744124784743,0.7044321073891754
46.422456736498695,4.209236360774485,28.983416976773835,18.98681791212982,22.27363952655483,0.27705193150532986,0.4170421956477839
26.765843118021195,1.4113651749737932,42.96991406781136,21.932184377476926,27.067184582385465,0.23798519815899574,0.2790456341027049
16.73810139021365,19.40890001157042,14.957697756851019,18.409563119529945,57.466139472315604,0.7869115162850578,0.26034967876056553
17.452837528301448,25.98856440987675,22.98879327918145,18.758505176982787,65.57460466672643,0.47655750786185397,0.18868488484594542
28.061039482446624,1.0858602920318305,39.79559281128104,18.290405778935373,39.27458282424456,0.40619382659663583,0.11144745757347574
35.02201754486764,19.553159712786513,32.2573772562101,18.94177456976117,51.75610392512288,0.3466774438918724,0.8056949300302568
25.5795151804253,2.5007134043222483,41.828390229224325,21.80428405483802,45.47841639950227,0.3228956283360234,0.5897927290419216
15.469441470727185,0.7980133984040694,28.062227153781425,19.060034347244454,49.70139532130928,0.5038492419422477,0.7850466245561901
36.638039922020525,13.182033592605087,17.106343300811144,18.517398684554365,40.94116304173236,0.6361567854527048,0.24753817100641795
47.467610229241004,4.232022600313731,16.033578418194715,21.80431028364884,33.85442001681436,0.49634780459407013,0.12744941240865948
28.458403679965826,1.6145997277198088,44.72056360218534,19.159198883878748,42.54573518195684,0.18141553147518863,1.18989187902327
20.655353131911593,2.686111295971073,36.8105685088955,20.40695470657708,24.12152310626664,0.19528756204209988,0.17905854249092862
38.77688316772306,4.742235858310201,27.911498130240375,20.62901055370815,36.28083141872181,0.7324641479281029,0.161592747463293
47.970025242228054,1.2552273096015427,28.65882534927456,19.054481079935734,36.83583089668707,0.2691783775944349,0.12759743360738018
49.23461017409142,0.280925306341937,31.78966100464046,18.41127319066994,58.43079711442925,0.7339112840423468,0.19968103843171486
24.235727960797025,2.0859483396239353,25.4359274784849,21.386588598571183,46.17060702141556,0.23698883504519694,0.17985882088873612
13.55075045963948,3.4031724098699554,40.52100134588822,18.08641418894981,31.404750391494122,0.259024382603363,0.2710868689569385
44.390259303471936,4.4846037282545606,38.70666586271112,18.141948479917236,31.905987117219276,0.6543564776792179,0.1497270680610185
23.46297995523295,4.718881540690607,35.08408108296756,18.912156127287748,34.26089578323655,0.4372857120481931,0.15987018444475642
44.77502554808683,10.85433249690828,33.34841867687452,19.685527029343675,56.81966137665591,0.3431590218703986,0.8269760246208065
32.80122593860221,16.00467502809937,33.92752341877748,17.41308694147527,51.98679440209011,0.6345443030147528,1.3002103762945059
6.754419121558744,4.023386027722966,35.265310344538456,21.725962254116535,38.539478395704556,0.297945820940605,0.766329971826368
